# energy-resolved COHP curves
# source /data/work/runs/icohp_n5fu/COHPCAR.lobster  ·  Gaussian sigma 0.1 eV  ·  window [-20.0, 6.0] eV, stride 1
# sign: -pCOHP > 0 = BONDING, < 0 = ANTIBONDING;  E = E - E_F (E_F at 0)
# mean_ = per-bond average (integral to E_F == -ICOHP/bond); sum_ = family convention (plot_lobster_4panel.py)
# {"P-S": {"N": 9, "ICOHP_per_bond_eV": -6.2883, "ICOHP_in_window_eV": -5.2654, "window_coverage": 0.8373, "integral_to_EF_eV": 5.2586, "dmax_A": 2.6, "exclude": ["Li"]}, "P-O": {"N": 3, "ICOHP_per_bond_eV": -8.4156, "ICOHP_in_window_eV": -2.8184, "window_coverage": 0.3349, "integral_to_EF_eV": 2.8154, "dmax_A": null, "exclude": []}, "Nd-S": {"N": 10, "ICOHP_per_bond_eV": -4.0803, "ICOHP_in_window_eV": -3.5498, "window_coverage": 0.87, "integral_to_EF_eV": 3.5498, "dmax_A": null, "exclude": []}, "Nd-Cl": {"N": 2, "ICOHP_per_bond_eV": -2.1889, "ICOHP_in_window_eV": -1.082, "window_coverage": 0.4943, "integral_to_EF_eV": 1.082, "dmax_A": null, "exclude": []}, "Li-S": {"N": 113, "ICOHP_per_bond_eV": -1.7512, "ICOHP_in_window_eV": -1.6511, "window_coverage": 0.9429, "integral_to_EF_eV": 1.6506, "dmax_A": null, "exclude": []}, "Li-Cl": {"N": 47, "ICOHP_per_bond_eV": -1.8051, "ICOHP_in_window_eV": -0.8121, "window_coverage": 0.4499, "integral_to_EF_eV": 0.8121, "dmax_A": null, "exclude": []}, "Li-O": {"N": 18, "ICOHP_per_bond_eV": -1.1282, "ICOHP_in_window_eV": -0.5376, "window_coverage": 0.4765, "integral_to_EF_eV": 0.5378, "dmax_A": null, "exclude": []}, "S-S": {"N": 39, "ICOHP_per_bond_eV": -0.1184, "ICOHP_in_window_eV": -0.1353, "window_coverage": 1.1427, "integral_to_EF_eV": 0.1354, "dmax_A": null, "exclude": ["P", "Li", "Cl"]}}
# ⚠ window_coverage: 이 창 안에 담긴 ICOHP 비율. 1 보다 작으면 창 아래(deep) 결합 기여가 곡선에 없다 — 곡선 적분으로 ICOHP 를 재현할 수 없다.
E_minus_EF_eV,mean_pCOHP_P-S,mean_pCOHP_P-O,mean_pCOHP_Nd-S,mean_pCOHP_Nd-Cl,mean_pCOHP_Li-S,mean_pCOHP_Li-Cl,mean_pCOHP_Li-O,mean_pCOHP_S-S,sum_pCOHP_P-S,sum_pCOHP_P-O,sum_pCOHP_Nd-S,sum_pCOHP_Nd-Cl,sum_pCOHP_Li-S,sum_pCOHP_Li-Cl,sum_pCOHP_Li-O,sum_pCOHP_S-S
-4.5599,0.2851,-0.5160,0.1032,1.0618,0.0743,0.7479,0.1640,0.0090,2.5656,-1.5481,1.0317,2.1236,8.3946,35.1504,2.9522,0.3523
-4.5098,0.2920,-0.5461,0.0889,0.8467,0.0710,0.6646,0.1620,0.0090,2.6280,-1.6383,0.8886,1.6935,8.0286,31.2344,2.9160,0.3512
-4.4597,0.2977,-0.5619,0.0773,0.7182,0.0697,0.6028,0.1560,0.0092,2.6797,-1.6858,0.7734,1.4363,7.8766,28.3298,2.8078,0.3570
-4.4096,0.3080,-0.5804,0.0700,0.6724,0.0705,0.5551,0.1537,0.0093,2.7724,-1.7412,0.7003,1.3448,7.9636,26.0876,2.7671,0.3616
-4.3595,0.3206,-0.6035,0.0676,0.6880,0.0728,0.5183,0.1564,0.0093,2.8857,-1.8106,0.6764,1.3760,8.2211,24.3611,2.8160,0.3631
-4.3094,0.3254,-0.6149,0.0672,0.7020,0.0743,0.4872,0.1576,0.0093,2.9285,-1.8446,0.6718,1.4040,8.4012,22.8978,2.8372,0.3612
-4.2593,0.3139,-0.5986,0.0642,0.6461,0.0728,0.4514,0.1498,0.0091,2.8248,-1.7957,0.6416,1.2923,8.2291,21.2156,2.6961,0.3537
-4.2092,0.2867,-0.5555,0.0573,0.5061,0.0677,0.4031,0.1308,0.0087,2.5799,-1.6664,0.5725,1.0121,7.6512,18.9444,2.3549,0.3388
-4.1590,0.2528,-0.5021,0.0492,0.3298,0.0611,0.3438,0.1044,0.0082,2.2755,-1.5062,0.4922,0.6596,6.9024,16.1589,1.8785,0.3200
-4.1089,0.2245,-0.4604,0.0441,0.1790,0.0559,0.2823,0.0767,0.0078,2.0207,-1.3813,0.4413,0.3579,6.3211,13.2684,1.3804,0.3046
-4.0588,0.2101,-0.4460,0.0451,0.0828,0.0540,0.2262,0.0538,0.0075,1.8910,-1.3380,0.4506,0.1656,6.1047,10.6319,0.9692,0.2936
-4.0087,0.2097,-0.4593,0.0553,0.0356,0.0557,0.1771,0.0392,0.0071,1.8872,-1.3779,0.5534,0.0712,6.2930,8.3239,0.7063,0.2757
-3.9586,0.2186,-0.4929,0.0813,0.0188,0.0622,0.1324,0.0329,0.0060,1.9671,-1.4787,0.8134,0.0377,7.0342,6.2206,0.5928,0.2336
-3.9085,0.2348,-0.5455,0.1320,0.0179,0.0776,0.0905,0.0329,0.0042,2.1135,-1.6365,1.3198,0.0359,8.7739,4.2558,0.5920,0.1634
-3.8584,0.2581,-0.6171,0.2131,0.0244,0.1060,0.0541,0.0359,0.0022,2.3231,-1.8512,2.1309,0.0489,11.9754,2.5445,0.6462,0.0846
-3.8083,0.2810,-0.6890,0.3220,0.0333,0.1471,0.0268,0.0374,0.0008,2.5287,-2.0671,3.2201,0.0665,16.6227,1.2583,0.6730,0.0294
-3.7582,0.2893,-0.7269,0.4484,0.0418,0.1955,0.0093,0.0329,0.0005,2.6040,-2.1808,4.4844,0.0836,22.0889,0.4379,0.5927,0.0185
-3.7081,0.2751,-0.7096,0.5789,0.0505,0.2428,-0.0008,0.0217,0.0013,2.4763,-2.1288,5.7890,0.1010,27.4391,-0.0383,0.3905,0.0494
-3.6580,0.2435,-0.6460,0.6996,0.0612,0.2814,-0.0072,0.0076,0.0029,2.1913,-1.9379,6.9956,0.1225,31.7936,-0.3404,0.1372,0.1129
-3.6078,0.2066,-0.5639,0.7991,0.0738,0.3068,-0.0125,-0.0041,0.0059,1.8593,-1.6916,7.9910,0.1475,34.6676,-0.5866,-0.0737,0.2282
-3.5577,0.1754,-0.4938,0.8722,0.0831,0.3212,-0.0177,-0.0111,0.0118,1.5788,-1.4813,8.7223,0.1661,36.2965,-0.8338,-0.2001,0.4605
-3.5076,0.1565,-0.4591,0.9186,0.0812,0.3321,-0.0237,-0.0144,0.0227,1.4082,-1.3774,9.1859,0.1625,37.5315,-1.1147,-0.2597,0.8856
-3.4575,0.1510,-0.4683,0.9388,0.0627,0.3467,-0.0309,-0.0159,0.0387,1.3592,-1.4050,9.3877,0.1254,39.1806,-1.4537,-0.2853,1.5109
-3.4074,0.1548,-0.5076,0.9369,0.0285,0.3668,-0.0392,-0.0162,0.0569,1.3931,-1.5229,9.3689,0.0571,41.4511,-1.8418,-0.2914,2.2200
-3.3573,0.1600,-0.5468,0.9243,-0.0138,0.3888,-0.0471,-0.0154,0.0721,1.4396,-1.6403,9.2432,-0.0276,43.9330,-2.2124,-0.2772,2.8137
-3.3072,0.1602,-0.5579,0.9106,-0.0535,0.4053,-0.0524,-0.0135,0.0801,1.4417,-1.6738,9.1063,-0.1069,45.7985,-2.4625,-0.2424,3.1249
-3.2571,0.1543,-0.5329,0.8932,-0.0802,0.4079,-0.0536,-0.0106,0.0795,1.3885,-1.5988,8.9320,-0.1603,46.0925,-2.5204,-0.1909,3.0999
-3.2070,0.1448,-0.4835,0.8672,-0.0893,0.3928,-0.0511,-0.0073,0.0716,1.3033,-1.4506,8.6721,-0.1785,44.3847,-2.4003,-0.1310,2.7926
-3.1569,0.1338,-0.4265,0.8424,-0.0863,0.3662,-0.0467,-0.0043,0.0596,1.2042,-1.2796,8.4242,-0.1726,41.3854,-2.1939,-0.0782,2.3225
-3.1067,0.1208,-0.3719,0.8373,-0.0843,0.3420,-0.0428,-0.0030,0.0472,1.0870,-1.1158,8.3728,-0.1686,38.6428,-2.0116,-0.0531,1.8413
-3.0566,0.1055,-0.3250,0.8567,-0.0939,0.3310,-0.0411,-0.0038,0.0381,0.9499,-0.9750,8.5671,-0.1878,37.4003,-1.9320,-0.0680,1.4845
-3.0065,0.0915,-0.2933,0.8854,-0.1151,0.3340,-0.0423,-0.0064,0.0333,0.8236,-0.8799,8.8537,-0.2301,37.7410,-1.9878,-0.1158,1.2970
-2.9564,0.0847,-0.2867,0.9041,-0.1386,0.3430,-0.0461,-0.0096,0.0309,0.7625,-0.8602,9.0408,-0.2772,38.7581,-2.1658,-0.1733,1.2064
-2.9063,0.0893,-0.3103,0.9106,-0.1545,0.3492,-0.0512,-0.0120,0.0282,0.8041,-0.9309,9.1064,-0.3089,39.4598,-2.4087,-0.2163,1.0982
-2.8562,0.1040,-0.3571,0.9253,-0.1590,0.3502,-0.0561,-0.0130,0.0238,0.9363,-1.0713,9.2526,-0.3181,39.5704,-2.6389,-0.2331,0.9299
-2.8061,0.1218,-0.4078,0.9725,-0.1567,0.3500,-0.0597,-0.0127,0.0196,1.0961,-1.2235,9.7246,-0.3135,39.5455,-2.8055,-0.2294,0.7651
-2.7560,0.1331,-0.4371,1.0510,-0.1561,0.3525,-0.0618,-0.0124,0.0179,1.1975,-1.3112,10.5104,-0.3121,39.8352,-2.9069,-0.2232,0.6983
-2.7059,0.1306,-0.4253,1.1251,-0.1630,0.3564,-0.0632,-0.0128,0.0197,1.1757,-1.2758,11.2508,-0.3260,40.2774,-2.9705,-0.2302,0.7694
-2.6558,0.1139,-0.3707,1.1542,-0.1763,0.3575,-0.0644,-0.0140,0.0243,1.0248,-1.1121,11.5422,-0.3526,40.3971,-3.0287,-0.2524,0.9463
-2.6057,0.0888,-0.2914,1.1296,-0.1885,0.3543,-0.0659,-0.0154,0.0295,0.7996,-0.8743,11.2963,-0.3770,40.0331,-3.0983,-0.2776,1.1516
-2.5556,0.0638,-0.2129,1.0729,-0.1918,0.3480,-0.0669,-0.0161,0.0332,0.5738,-0.6388,10.7290,-0.3835,39.3216,-3.1455,-0.2905,1.2932
-2.5055,0.0441,-0.1531,1.0078,-0.1845,0.3394,-0.0658,-0.0159,0.0335,0.3966,-0.4592,10.0777,-0.3690,38.3490,-3.0933,-0.2856,1.3057
-2.4553,0.0314,-0.1171,0.9429,-0.1725,0.3293,-0.0619,-0.0151,0.0304,0.2823,-0.3514,9.4287,-0.3449,37.2106,-2.9095,-0.2710,1.1858
-2.4052,0.0248,-0.1010,0.8762,-0.1633,0.3203,-0.0567,-0.0146,0.0251,0.2228,-0.3030,8.7624,-0.3266,36.1962,-2.6672,-0.2629,0.9781
-2.3551,0.0220,-0.0961,0.8089,-0.1609,0.3151,-0.0529,-0.0151,0.0188,0.1979,-0.2884,8.0893,-0.3217,35.6089,-2.4856,-0.2720,0.7323
-2.3050,0.0204,-0.0939,0.7538,-0.1656,0.3143,-0.0516,-0.0164,0.0127,0.1832,-0.2818,7.5379,-0.3312,35.5143,-2.4245,-0.2957,0.4940
-2.2549,0.0179,-0.0893,0.7286,-0.1776,0.3168,-0.0523,-0.0178,0.0082,0.1614,-0.2680,7.2864,-0.3553,35.7993,-2.4567,-0.3207,0.3212
-2.2048,0.0144,-0.0817,0.7368,-0.1959,0.3212,-0.0535,-0.0185,0.0069,0.1294,-0.2451,7.3678,-0.3917,36.3011,-2.5166,-0.3337,0.2696
-2.1547,0.0106,-0.0723,0.7552,-0.2145,0.3248,-0.0542,-0.0185,0.0089,0.0951,-0.2170,7.5519,-0.4291,36.7059,-2.5494,-0.3326,0.3489
-2.1046,0.0074,-0.0626,0.7489,-0.2250,0.3227,-0.0538,-0.0182,0.0131,0.0670,-0.1878,7.4895,-0.4500,36.4652,-2.5286,-0.3270,0.5106
-2.0545,0.0053,-0.0534,0.7006,-0.2229,0.3101,-0.0521,-0.0181,0.0177,0.0476,-0.1603,7.0058,-0.4459,35.0418,-2.4509,-0.3251,0.6912
-2.0044,0.0037,-0.0455,0.6229,-0.2126,0.2861,-0.0494,-0.0179,0.0220,0.0331,-0.1365,6.2287,-0.4252,32.3322,-2.3209,-0.3225,0.8594
-1.9543,0.0020,-0.0395,0.5447,-0.2026,0.2555,-0.0457,-0.0170,0.0261,0.0184,-0.1184,5.4467,-0.4052,28.8763,-2.1468,-0.3069,1.0184
-1.9041,0.0001,-0.0355,0.4882,-0.1988,0.2265,-0.0415,-0.0152,0.0302,0.0006,-0.1064,4.8824,-0.3976,25.5938,-1.9507,-0.2736,1.1768
-1.8540,-0.0022,-0.0332,0.4577,-0.1992,0.2051,-0.0376,-0.0129,0.0341,-0.0202,-0.0995,4.5767,-0.3983,23.1738,-1.7659,-0.2318,1.3287
-1.8039,-0.0046,-0.0317,0.4423,-0.1957,0.1916,-0.0343,-0.0109,0.0376,-0.0414,-0.0951,4.4230,-0.3914,21.6464,-1.6142,-0.1969,1.4663
-1.7538,-0.0067,-0.0304,0.4284,-0.1814,0.1820,-0.0317,-0.0100,0.0412,-0.0599,-0.0913,4.2845,-0.3628,20.5629,-1.4907,-0.1797,1.6071
-1.7037,-0.0083,-0.0289,0.4097,-0.1558,0.1728,-0.0294,-0.0100,0.0457,-0.0744,-0.0866,4.0970,-0.3117,19.5210,-1.3807,-0.1796,1.7829
-1.6536,-0.0095,-0.0265,0.3876,-0.1243,0.1628,-0.0273,-0.0103,0.0508,-0.0852,-0.0795,3.8758,-0.2487,18.3945,-1.2817,-0.1856,1.9807
-1.6035,-0.0103,-0.0230,0.3635,-0.0934,0.1514,-0.0255,-0.0103,0.0541,-0.0929,-0.0689,3.6346,-0.1868,17.1097,-1.1979,-0.1846,2.1085
-1.5534,-0.0107,-0.0183,0.3326,-0.0677,0.1366,-0.0238,-0.0095,0.0527,-0.0965,-0.0548,3.3264,-0.1353,15.4356,-1.1165,-0.1701,2.0570
-1.5033,-0.0104,-0.0130,0.2879,-0.0491,0.1163,-0.0214,-0.0080,0.0461,-0.0936,-0.0389,2.8792,-0.0983,13.1372,-1.0059,-0.1442,1.7992
-1.4532,-0.0092,-0.0079,0.2280,-0.0368,0.0909,-0.0179,-0.0063,0.0362,-0.0830,-0.0238,2.2798,-0.0736,10.2687,-0.8420,-0.1127,1.4122
-1.4030,-0.0074,-0.0041,0.1610,-0.0280,0.0640,-0.0135,-0.0045,0.0259,-0.0665,-0.0123,1.6105,-0.0560,7.2324,-0.6345,-0.0815,1.0093
-1.3529,-0.0053,-0.0017,0.1001,-0.0207,0.0402,-0.0090,-0.0030,0.0171,-0.0477,-0.0052,1.0010,-0.0414,4.5421,-0.4223,-0.0543,0.6673
-1.3028,-0.0034,-0.0006,0.0545,-0.0140,0.0224,-0.0052,-0.0018,0.0105,-0.0303,-0.0017,0.5454,-0.0281,2.5326,-0.2458,-0.0331,0.4097
-1.2527,-0.0019,-0.0001,0.0261,-0.0084,0.0111,-0.0026,-0.0010,0.0059,-0.0168,-0.0004,0.2614,-0.0169,1.2506,-0.1245,-0.0180,0.2295
-1.2026,-0.0009,-0.0000,0.0110,-0.0043,0.0048,-0.0012,-0.0005,0.0029,-0.0080,-0.0001,0.1103,-0.0087,0.5433,-0.0545,-0.0086,0.1135
-1.1525,-0.0004,-0.0000,0.0041,-0.0019,0.0018,-0.0004,-0.0002,0.0012,-0.0032,-0.0000,0.0407,-0.0037,0.2047,-0.0205,-0.0035,0.0478
-1.1024,-0.0001,-0.0000,0.0013,-0.0007,0.0006,-0.0001,-0.0001,0.0004,-0.0011,-0.0000,0.0129,-0.0013,0.0656,-0.0065,-0.0012,0.0167
-1.0523,-0.0000,-0.0000,0.0003,-0.0002,0.0002,-0.0000,-0.0000,0.0001,-0.0003,-0.0000,0.0034,-0.0004,0.0174,-0.0017,-0.0003,0.0047
-1.0022,-0.0000,-0.0000,0.0001,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0007,-0.0001,0.0037,-0.0004,-0.0001,0.0011
-0.9521,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0006,-0.0001,-0.0000,0.0002
-0.9020,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0001,-0.0000,-0.0000,0.0000
-0.8518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.8017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.7516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.7015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.6514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.6013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.5512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.5011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.4510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.4009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.3508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.3006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.2505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.2004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.1503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.1002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-0.0501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3508,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000
0.4009,-0.0001,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0006,-0.0000,-0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000
0.4510,-0.0005,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0049,-0.0000,-0.0000,-0.0000,0.0001,-0.0007,-0.0002,0.0004
0.5011,-0.0030,-0.0001,-0.0000,-0.0000,0.0000,-0.0001,-0.0001,0.0001,-0.0268,-0.0002,-0.0002,-0.0000,0.0005,-0.0036,-0.0011,0.0020
0.5512,-0.0129,-0.0003,-0.0001,-0.0000,0.0000,-0.0003,-0.0003,0.0002,-0.1160,-0.0008,-0.0008,-0.0000,0.0023,-0.0156,-0.0046,0.0085
0.6013,-0.0440,-0.0009,-0.0003,-0.0000,0.0001,-0.0011,-0.0009,0.0007,-0.3964,-0.0026,-0.0026,-0.0000,0.0080,-0.0534,-0.0156,0.0290
0.6514,-0.1189,-0.0023,-0.0007,-0.0000,0.0002,-0.0031,-0.0023,0.0020,-1.0698,-0.0070,-0.0070,-0.0001,0.0216,-0.1441,-0.0421,0.0782
0.7015,-0.2535,-0.0049,-0.0015,-0.0001,0.0004,-0.0065,-0.0050,0.0043,-2.2817,-0.0148,-0.0149,-0.0001,0.0461,-0.3074,-0.0899,0.1668
0.7516,-0.4273,-0.0083,-0.0025,-0.0001,0.0007,-0.0110,-0.0084,0.0072,-3.8455,-0.0250,-0.0252,-0.0002,0.0777,-0.5181,-0.1515,0.2811
0.8017,-0.5687,-0.0111,-0.0034,-0.0001,0.0009,-0.0147,-0.0112,0.0096,-5.1185,-0.0333,-0.0335,-0.0003,0.1034,-0.6896,-0.2016,0.3742
0.8518,-0.5972,-0.0116,-0.0035,-0.0001,0.0010,-0.0154,-0.0118,0.0101,-5.3751,-0.0349,-0.0352,-0.0003,0.1086,-0.7241,-0.2117,0.3929
0.9020,-0.4942,-0.0096,-0.0029,-0.0001,0.0008,-0.0127,-0.0097,0.0083,-4.4477,-0.0289,-0.0291,-0.0002,0.0898,-0.5992,-0.1752,0.3251
0.9521,-0.3218,-0.0063,-0.0019,-0.0001,0.0005,-0.0083,-0.0063,0.0054,-2.8959,-0.0188,-0.0190,-0.0002,0.0585,-0.3901,-0.1141,0.2117
1.0022,-0.1646,-0.0032,-0.0010,-0.0000,0.0003,-0.0042,-0.0032,0.0028,-1.4814,-0.0096,-0.0097,-0.0001,0.0299,-0.1996,-0.0583,0.1083
1.0523,-0.0661,-0.0013,-0.0004,-0.0000,0.0001,-0.0017,-0.0013,0.0011,-0.5945,-0.0039,-0.0039,-0.0000,0.0120,-0.0801,-0.0234,0.0435
1.1024,-0.0208,-0.0004,-0.0001,-0.0000,0.0000,-0.0005,-0.0004,0.0004,-0.1871,-0.0012,-0.0012,-0.0000,0.0038,-0.0252,-0.0074,0.0137
1.1525,-0.0053,-0.0002,-0.0000,-0.0000,0.0000,-0.0001,-0.0001,0.0001,-0.0480,-0.0006,-0.0003,-0.0000,0.0011,-0.0063,-0.0020,0.0034
1.2026,-0.0023,-0.0007,-0.0000,-0.0000,0.0000,-0.0000,-0.0001,0.0000,-0.0210,-0.0020,-0.0001,-0.0000,0.0012,-0.0020,-0.0014,0.0011
1.2527,-0.0066,-0.0031,-0.0000,-0.0000,0.0000,-0.0001,-0.0003,0.0001,-0.0598,-0.0092,-0.0004,-0.0001,0.0049,-0.0042,-0.0053,0.0023
1.3028,-0.0248,-0.0116,-0.0001,-0.0001,0.0002,-0.0003,-0.0011,0.0002,-0.2235,-0.0348,-0.0014,-0.0002,0.0187,-0.0155,-0.0200,0.0084
1.3529,-0.0749,-0.0345,-0.0004,-0.0003,0.0005,-0.0010,-0.0033,0.0006,-0.6738,-0.1035,-0.0043,-0.0006,0.0561,-0.0467,-0.0596,0.0252
1.4030,-0.1799,-0.0807,-0.0011,-0.0007,0.0012,-0.0024,-0.0078,0.0016,-1.6187,-0.2422,-0.0105,-0.0014,0.1334,-0.1116,-0.1402,0.0605
1.4532,-0.3499,-0.1486,-0.0021,-0.0013,0.0023,-0.0046,-0.0145,0.0030,-3.1493,-0.4459,-0.0210,-0.0026,0.2543,-0.2146,-0.2618,0.1174
1.5033,-0.5706,-0.2166,-0.0036,-0.0019,0.0035,-0.0073,-0.0219,0.0049,-5.1355,-0.6497,-0.0363,-0.0039,0.4001,-0.3413,-0.3936,0.1901
1.5534,-0.8262,-0.2537,-0.0058,-0.0024,0.0049,-0.0101,-0.0275,0.0070,-7.4356,-0.7612,-0.0580,-0.0049,0.5485,-0.4724,-0.4945,0.2717
1.6035,-1.1335,-0.2493,-0.0092,-0.0030,0.0062,-0.0129,-0.0311,0.0094,-10.2011,-0.7480,-0.0924,-0.0060,0.7062,-0.6081,-0.5592,0.3663
1.6536,-1.5146,-0.2257,-0.0154,-0.0044,0.0079,-0.0162,-0.0349,0.0124,-13.6316,-0.6770,-0.1541,-0.0088,0.8917,-0.7631,-0.6285,0.4820
1.7037,-1.9155,-0.2158,-0.0269,-0.0079,0.0094,-0.0198,-0.0409,0.0155,-17.2391,-0.6473,-0.2685,-0.0157,1.0612,-0.9294,-0.7362,0.6048
1.7538,-2.1927,-0.2351,-0.0472,-0.0146,0.0096,-0.0227,-0.0476,0.0177,-19.7342,-0.7054,-0.4716,-0.0292,1.0810,-1.0680,-0.8576,0.6904
1.8039,-2.2312,-0.2814,-0.0789,-0.0251,0.0074,-0.0245,-0.0516,0.0179,-20.0809,-0.8442,-0.7887,-0.0501,0.8329,-1.1530,-0.9294,0.6972
1.8540,-2.0585,-0.3469,-0.1188,-0.0377,0.0032,-0.0256,-0.0508,0.0160,-18.5268,-1.0406,-1.1883,-0.0754,0.3567,-1.2024,-0.9137,0.6259
1.9041,-1.7999,-0.4150,-0.1562,-0.0491,-0.0014,-0.0263,-0.0457,0.0132,-16.1987,-1.2449,-1.5616,-0.0983,-0.1549,-1.2366,-0.8228,0.5160
1.9543,-1.5319,-0.4519,-0.1788,-0.0563,-0.0047,-0.0260,-0.0386,0.0104,-13.7869,-1.3556,-1.7883,-0.1125,-0.5277,-1.2225,-0.6940,0.4040
2.0044,-1.2389,-0.4279,-0.1858,-0.0594,-0.0066,-0.0236,-0.0313,0.0077,-11.1501,-1.2838,-1.8581,-0.1189,-0.7456,-1.1080,-0.5630,0.3008
2.0545,-0.9128,-0.3549,-0.1917,-0.0632,-0.0081,-0.0195,-0.0258,0.0053,-8.2156,-1.0648,-1.9170,-0.1264,-0.9170,-0.9158,-0.4651,0.2070
2.1046,-0.6273,-0.2854,-0.2162,-0.0733,-0.0101,-0.0162,-0.0241,0.0034,-5.6454,-0.8561,-2.1624,-0.1467,-1.1413,-0.7605,-0.4336,0.1312
2.1547,-0.4848,-0.2654,-0.2669,-0.0919,-0.0125,-0.0163,-0.0266,0.0021,-4.3629,-0.7962,-2.6688,-0.1838,-1.4161,-0.7642,-0.4792,0.0805
2.2048,-0.5301,-0.2966,-0.3339,-0.1154,-0.0147,-0.0211,-0.0321,0.0012,-4.7711,-0.8897,-3.3385,-0.2309,-1.6591,-0.9933,-0.5775,0.0456
