E_eV,E_minus_Ef,total_dos,Li,P,S,Cl,O,Nd
-26.8960,-30.7270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.8860,-30.7170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.8760,-30.7070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.8660,-30.6970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.8560,-30.6870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.8460,-30.6770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.8360,-30.6670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.8260,-30.6570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.8160,-30.6470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.8060,-30.6370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7960,-30.6270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7860,-30.6170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7760,-30.6070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7660,-30.5970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7560,-30.5870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7460,-30.5770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7360,-30.5670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7260,-30.5570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7160,-30.5470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.7060,-30.5370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6960,-30.5270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6860,-30.5170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6760,-30.5070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6660,-30.4970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6560,-30.4870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6460,-30.4770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6360,-30.4670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6260,-30.4570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6160,-30.4470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.6060,-30.4370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5960,-30.4270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5860,-30.4170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5760,-30.4070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5660,-30.3970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5560,-30.3870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5460,-30.3770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5360,-30.3670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5260,-30.3570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5160,-30.3470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.5060,-30.3370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4960,-30.3270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4860,-30.3170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4760,-30.3070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4660,-30.2970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4560,-30.2870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4460,-30.2770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4360,-30.2670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4260,-30.2570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4160,-30.2470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.4060,-30.2370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3960,-30.2270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3860,-30.2170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3760,-30.2070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3660,-30.1970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3560,-30.1870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3460,-30.1770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3360,-30.1670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3260,-30.1570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3160,-30.1470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.3060,-30.1370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2960,-30.1270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2860,-30.1170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2760,-30.1070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2660,-30.0970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2560,-30.0870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2460,-30.0770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2360,-30.0670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2260,-30.0570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2160,-30.0470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.2060,-30.0370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1960,-30.0270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1860,-30.0170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1760,-30.0070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1660,-29.9970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1560,-29.9870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1460,-29.9770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1360,-29.9670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1260,-29.9570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1160,-29.9470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.1060,-29.9370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0960,-29.9270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0860,-29.9170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0760,-29.9070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0660,-29.8970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0560,-29.8870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0460,-29.8770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0360,-29.8670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0260,-29.8570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0160,-29.8470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-26.0060,-29.8370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9960,-29.8270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9860,-29.8170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9760,-29.8070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9660,-29.7970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9560,-29.7870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9460,-29.7770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9360,-29.7670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9260,-29.7570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9160,-29.7470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.9060,-29.7370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8960,-29.7270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8860,-29.7170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8760,-29.7070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8660,-29.6970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8560,-29.6870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8460,-29.6770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8360,-29.6670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8260,-29.6570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8160,-29.6470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.8060,-29.6370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7960,-29.6270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7860,-29.6170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7760,-29.6070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7660,-29.5970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7560,-29.5870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7460,-29.5770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7360,-29.5670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7260,-29.5570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7160,-29.5470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.7060,-29.5370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6960,-29.5270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6860,-29.5170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6760,-29.5070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6660,-29.4970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6560,-29.4870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6460,-29.4770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6360,-29.4670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6260,-29.4570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6160,-29.4470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.6060,-29.4370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5960,-29.4270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5860,-29.4170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5760,-29.4070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5660,-29.3970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5560,-29.3870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5460,-29.3770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5360,-29.3670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5260,-29.3570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5160,-29.3470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.5060,-29.3370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4960,-29.3270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4860,-29.3170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4760,-29.3070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4660,-29.2970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4560,-29.2870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4460,-29.2770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4360,-29.2670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4260,-29.2570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4160,-29.2470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.4060,-29.2370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3960,-29.2270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3860,-29.2170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3760,-29.2070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3660,-29.1970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3560,-29.1870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3460,-29.1770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3360,-29.1670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3260,-29.1570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3160,-29.1470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.3060,-29.1370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2960,-29.1270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2860,-29.1170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2760,-29.1070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2660,-29.0970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2560,-29.0870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2460,-29.0770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2360,-29.0670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2260,-29.0570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2160,-29.0470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.2060,-29.0370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1960,-29.0270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1860,-29.0170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1760,-29.0070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1660,-28.9970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1560,-28.9870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1460,-28.9770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1360,-28.9670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1260,-28.9570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1160,-28.9470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.1060,-28.9370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0960,-28.9270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0860,-28.9170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0760,-28.9070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0660,-28.8970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0560,-28.8870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0460,-28.8770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0360,-28.8670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0260,-28.8570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0160,-28.8470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-25.0060,-28.8370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9960,-28.8270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9860,-28.8170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9760,-28.8070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9660,-28.7970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9560,-28.7870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9460,-28.7770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9360,-28.7670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9260,-28.7570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9160,-28.7470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.9060,-28.7370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8960,-28.7270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8860,-28.7170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8760,-28.7070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8660,-28.6970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8560,-28.6870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8460,-28.6770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8360,-28.6670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8260,-28.6570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8160,-28.6470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.8060,-28.6370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7960,-28.6270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7860,-28.6170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7760,-28.6070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7660,-28.5970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7560,-28.5870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7460,-28.5770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7360,-28.5670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7260,-28.5570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7160,-28.5470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.7060,-28.5370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6960,-28.5270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6860,-28.5170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6760,-28.5070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6660,-28.4970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6560,-28.4870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6460,-28.4770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6360,-28.4670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6260,-28.4570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6160,-28.4470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.6060,-28.4370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5960,-28.4270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5860,-28.4170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5760,-28.4070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5660,-28.3970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5560,-28.3870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5460,-28.3770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5360,-28.3670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5260,-28.3570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5160,-28.3470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.5060,-28.3370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4960,-28.3270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4860,-28.3170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4760,-28.3070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4660,-28.2970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4560,-28.2870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4460,-28.2770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4360,-28.2670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4260,-28.2570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4160,-28.2470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.4060,-28.2370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3960,-28.2270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3860,-28.2170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3760,-28.2070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3660,-28.1970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3560,-28.1870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3460,-28.1770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3360,-28.1670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3260,-28.1570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3160,-28.1470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.3060,-28.1370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2960,-28.1270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2860,-28.1170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2760,-28.1070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2660,-28.0970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2560,-28.0870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2460,-28.0770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2360,-28.0670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2260,-28.0570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2160,-28.0470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.2060,-28.0370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1960,-28.0270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1860,-28.0170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1760,-28.0070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1660,-27.9970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1560,-27.9870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1460,-27.9770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1360,-27.9670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1260,-27.9570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1160,-27.9470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.1060,-27.9370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0960,-27.9270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0860,-27.9170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0760,-27.9070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0660,-27.8970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0560,-27.8870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0460,-27.8770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0360,-27.8670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0260,-27.8570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0160,-27.8470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-24.0060,-27.8370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-23.9960,-27.8270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-23.9860,-27.8170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-23.9760,-27.8070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-23.9660,-27.7970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-23.9560,-27.7870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-23.9460,-27.7770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-23.9360,-27.7670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
