# re-smoothed 2026-09-07: base sigma=0.05 eV + added 0.1414 -> effective sigma=0.15 eV (0.05^2 + 0.1414^2 = 0.15^2). Edge-padded (not zero) — outermost +-0.57 eV is padding-dependent.
# source: db/properties/lpsocl_dos_smooth_sigma005.csv (preserved unchanged)
# 2026-09-07: total DOS was left at base sigma 0.05 when the PDOS was re-smoothed to 0.15 on 2026-08-04 (asymmetry visible in figures). Brought to the lpscl16 family standard. Original preserved as lpsocl_dos_smooth_sigma005.csv.
E_minus_VBM,total_DOS
-5.5200,2.3494
-5.5000,2.7790
-5.4800,3.2453
-5.4600,3.7431
-5.4400,4.2660
-5.4200,4.8069
-5.4000,5.3581
-5.3800,5.9120
-5.3600,6.4616
-5.3400,7.0008
-5.3200,7.5250
-5.3000,8.0314
-5.2800,8.5191
-5.2600,8.9888
-5.2400,9.4433
-5.2200,9.8867
-5.2000,10.3241
-5.1800,10.7613
-5.1600,11.2035
-5.1400,11.6555
-5.1200,12.1199
-5.1000,12.5976
-5.0800,13.0864
-5.0600,13.5812
-5.0400,14.0738
-5.0200,14.5534
-5.0000,15.0075
-4.9800,15.4226
-4.9600,15.7859
-4.9400,16.0867
-4.9200,16.3178
-4.9000,16.4770
-4.8800,16.5679
-4.8600,16.6004
-4.8400,16.5906
-4.8200,16.5599
-4.8000,16.5342
-4.7800,16.5418
-4.7600,16.6115
-4.7400,16.7709
-4.7200,17.0447
-4.7000,17.4526
-4.6800,18.0086
-4.6600,18.7203
-4.6400,19.5887
-4.6200,20.6083
-4.6000,21.7675
-4.5800,23.0495
-4.5600,24.4333
-4.5400,25.8939
-4.5200,27.4032
-4.5000,28.9307
-4.4800,30.4439
-4.4600,31.9084
-4.4400,33.2889
-4.4200,34.5488
-4.4000,35.6521
-4.3800,36.5630
-4.3600,37.2481
-4.3400,37.6772
-4.3200,37.8247
-4.3000,37.6716
-4.2800,37.2063
-4.2600,36.4260
-4.2400,35.3378
-4.2200,33.9583
-4.2000,32.3139
-4.1800,30.4394
-4.1600,28.3771
-4.1400,26.1745
-4.1200,23.8823
-4.1000,21.5519
-4.0800,19.2334
-4.0600,16.9734
-4.0400,14.8136
-4.0200,12.7892
-4.0000,10.9286
-3.9800,9.2529
-3.9600,7.7764
-3.9400,6.5075
-3.9200,5.4491
-3.9000,4.6002
-3.8800,3.9570
-3.8600,3.5134
-3.8400,3.2620
-3.8200,3.1948
-3.8000,3.3032
-3.7800,3.5781
-3.7600,4.0098
-3.7400,4.5876
-3.7200,5.2997
-3.7000,6.1329
-3.6800,7.0726
-3.6600,8.1027
-3.6400,9.2066
-3.6200,10.3671
-3.6000,11.5678
-3.5800,12.7938
-3.5600,14.0327
-3.5400,15.2752
-3.5200,16.5162
-3.5000,17.7548
-3.4800,18.9941
-3.4600,20.2411
-3.4400,21.5056
-3.4200,22.7990
-3.4000,24.1331
-3.3800,25.5184
-3.3600,26.9635
-3.3400,28.4732
-3.3200,30.0489
-3.3000,31.6880
-3.2800,33.3844
-3.2600,35.1295
-3.2400,36.9131
-3.2200,38.7248
-3.2000,40.5547
-3.1800,42.3944
-3.1600,44.2371
-3.1400,46.0777
-3.1200,47.9118
-3.1000,49.7348
-3.0800,51.5407
-3.0600,53.3207
-3.0400,55.0622
-3.0200,56.7477
-3.0000,58.3553
-2.9800,59.8580
-2.9600,61.2250
-2.9400,62.4229
-2.9200,63.4171
-2.9000,64.1734
-2.8800,64.6602
-2.8600,64.8500
-2.8400,64.7207
-2.8200,64.2568
-2.8000,63.4505
-2.7800,62.3019
-2.7600,60.8192
-2.7400,59.0186
-2.7200,56.9239
-2.7000,54.5660
-2.6800,51.9822
-2.6600,49.2150
-2.6400,46.3110
-2.6200,43.3198
-2.6000,40.2924
-2.5800,37.2797
-2.5600,34.3313
-2.5400,31.4932
-2.5200,28.8075
-2.5000,26.3102
-2.4800,24.0311
-2.4600,21.9931
-2.4400,20.2123
-2.4200,18.6983
-2.4000,17.4552
-2.3800,16.4823
-2.3600,15.7757
-2.3400,15.3287
-2.3200,15.1335
-2.3000,15.1812
-2.2800,15.4624
-2.2600,15.9673
-2.2400,16.6855
-2.2200,17.6053
-2.2000,18.7137
-2.1800,19.9961
-2.1600,21.4358
-2.1400,23.0140
-2.1200,24.7107
-2.1000,26.5041
-2.0800,28.3722
-2.0600,30.2925
-2.0400,32.2429
-2.0200,34.2021
-2.0000,36.1498
-1.9800,38.0666
-1.9600,39.9342
-1.9400,41.7348
-1.9200,43.4514
-1.9000,45.0673
-1.8800,46.5665
-1.8600,47.9333
-1.8400,49.1530
-1.8200,50.2124
-1.8000,51.0999
-1.7800,51.8066
-1.7600,52.3265
-1.7400,52.6567
-1.7200,52.7984
-1.7000,52.7561
-1.6800,52.5381
-1.6600,52.1556
-1.6400,51.6228
-1.6200,50.9557
-1.6000,50.1719
-1.5800,49.2897
-1.5600,48.3273
-1.5400,47.3025
-1.5200,46.2324
-1.5000,45.1325
-1.4800,44.0170
-1.4600,42.8985
-1.4400,41.7877
-1.4200,40.6936
-1.4000,39.6238
-1.3800,38.5844
-1.3600,37.5803
-1.3400,36.6158
-1.3200,35.6948
-1.3000,34.8214
-1.2800,34.0003
-1.2600,33.2376
-1.2400,32.5411
-1.2200,31.9203
-1.2000,31.3868
-1.1800,30.9537
-1.1600,30.6354
-1.1400,30.4465
-1.1200,30.4009
-1.1000,30.5102
-1.0800,30.7831
-1.0600,31.2237
-1.0400,31.8310
-1.0200,32.5980
-1.0000,33.5123
-0.9800,34.5559
-0.9600,35.7062
-0.9400,36.9375
-0.9200,38.2224
-0.9000,39.5333
-0.8800,40.8440
-0.8600,42.1314
-0.8400,43.3763
-0.8200,44.5642
-0.8000,45.6854
-0.7800,46.7350
-0.7600,47.7119
-0.7400,48.6178
-0.7200,49.4562
-0.7000,50.2309
-0.6800,50.9444
-0.6600,51.5973
-0.6400,52.1870
-0.6200,52.7072
-0.6000,53.1477
-0.5800,53.4947
-0.5600,53.7310
-0.5400,53.8370
-0.5200,53.7917
-0.5000,53.5739
-0.4800,53.1635
-0.4600,52.5425
-0.4400,51.6966
-0.4200,50.6159
-0.4000,49.2961
-0.3800,47.7389
-0.3600,45.9526
-0.3400,43.9519
-0.3200,41.7580
-0.3000,39.3975
-0.2800,36.9022
-0.2600,34.3072
-0.2400,31.6500
-0.2200,28.9692
-0.2000,26.3025
-0.1800,23.6860
-0.1600,21.1523
-0.1400,18.7300
-0.1200,16.4431
-0.1000,14.3100
-0.0800,12.3439
-0.0600,10.5528
-0.0400,8.9397
-0.0200,7.5033
0.0000,6.2386
0.0200,5.1374
0.0400,4.1893
0.0600,3.3821
0.0800,2.7027
0.1000,2.1372
0.1200,1.6720
0.1400,1.2938
0.1600,0.9899
0.1800,0.7486
0.2000,0.5595
0.2200,0.4131
0.2400,0.3011
0.2600,0.2168
0.2800,0.1540
0.3000,0.1079
0.3200,0.0746
0.3400,0.0508
0.3600,0.0341
0.3800,0.0225
0.4000,0.0147
0.4200,0.0094
0.4400,0.0059
0.4600,0.0036
0.4800,0.0022
0.5000,0.0013
0.5200,0.0007
0.5400,0.0004
0.5600,0.0002
0.5800,0.0001
0.6000,0.0000
0.6200,0.0000
0.6400,0.0000
0.6600,0.0000
0.6800,0.0000
0.7000,0.0000
0.7200,0.0000
0.7400,0.0000
0.7600,0.0000
0.7800,0.0000
0.8000,0.0000
0.8200,0.0000
0.8400,0.0000
0.8600,0.0000
0.8800,0.0000
0.9000,0.0000
0.9200,0.0000
0.9400,0.0000
0.9600,0.0000
0.9800,0.0000
1.0000,0.0000
1.0200,0.0000
1.0400,0.0000
1.0600,0.0000
1.0800,0.0000
1.1000,0.0000
1.1200,0.0000
1.1400,0.0000
1.1600,0.0000
1.1800,0.0000
1.2000,0.0000
1.2200,0.0000
1.2400,0.0000
1.2600,0.0000
1.2800,0.0000
1.3000,0.0000
1.3200,0.0000
1.3400,0.0000
1.3600,0.0000
1.3800,0.0000
1.4000,0.0000
1.4200,0.0000
1.4400,0.0000
1.4600,0.0000
1.4800,0.0000
1.5000,0.0000
1.5200,0.0000
1.5400,0.0000
1.5600,0.0000
1.5800,0.0000
1.6000,0.0000
1.6200,0.0000
1.6400,0.0000
1.6600,0.0000
1.6800,0.0001
1.7000,0.0001
1.7200,0.0002
1.7400,0.0004
1.7600,0.0006
1.7800,0.0010
1.8000,0.0015
1.8200,0.0023
1.8400,0.0034
1.8600,0.0050
1.8800,0.0073
1.9000,0.0104
1.9200,0.0145
1.9400,0.0201
1.9600,0.0274
1.9800,0.0368
2.0000,0.0487
2.0200,0.0637
2.0400,0.0822
2.0600,0.1045
2.0800,0.1312
2.1000,0.1624
2.1200,0.1986
2.1400,0.2398
2.1600,0.2860
2.1800,0.3371
2.2000,0.3929
2.2200,0.4531
2.2400,0.5175
2.2600,0.5858
2.2800,0.6578
2.3000,0.7334
2.3200,0.8129
2.3400,0.8965
2.3600,0.9849
2.3800,1.0789
2.4000,1.1793
2.4200,1.2872
2.4400,1.4035
2.4600,1.5291
2.4800,1.6649
2.5000,1.8116
2.5200,1.9698
2.5400,2.1401
2.5600,2.3230
2.5800,2.5191
2.6000,2.7290
2.6200,2.9533
2.6400,3.1925
2.6600,3.4472
2.6800,3.7175
2.7000,4.0032
2.7200,4.3035
2.7400,4.6169
2.7600,4.9412
2.7800,5.2734
2.8000,5.6096
2.8200,5.9453
2.8400,6.2758
2.8600,6.5960
2.8800,6.9009
2.9000,7.1861
2.9200,7.4480
2.9400,7.6839
2.9600,7.8924
2.9800,8.0737
3.0000,8.2290
3.0200,8.3610
3.0400,8.4734
3.0600,8.5705
3.0800,8.6570
3.1000,8.7376
3.1200,8.8164
3.1400,8.8970
3.1600,8.9815
3.1800,9.0711
3.2000,9.1655
3.2200,9.2634
3.2400,9.3623
3.2600,9.4586
3.2800,9.5482
3.3000,9.6268
3.3200,9.6895
3.3400,9.7320
3.3600,9.7500
3.3800,9.7400
3.4000,9.6994
3.4200,9.6264
3.4400,9.5207
3.4600,9.3835
3.4800,9.2177
3.5000,9.0279
3.5200,8.8208
3.5400,8.6046
3.5600,8.3896
3.5800,8.1870
3.6000,8.0094
3.6200,7.8695
3.6400,7.7804
3.6600,7.7539
3.6800,7.8012
3.7000,7.9310
3.7200,8.1502
3.7400,8.4627
3.7600,8.8698
3.7800,9.3695
3.8000,9.9572
3.8200,10.6252
3.8400,11.3636
3.8600,12.1603
3.8800,13.0017
3.9000,13.8728
3.9200,14.7584
3.9400,15.6426
3.9600,16.5102
3.9800,17.3466
4.0000,18.1385
4.0200,18.8738
4.0400,19.5428
4.0600,20.1375
4.0800,20.6527
4.1000,21.0859
4.1200,21.4374
4.1400,21.7107
4.1600,21.9123
4.1800,22.0516
4.2000,22.1406
4.2200,22.1934
4.2400,22.2256
4.2600,22.2537
4.2800,22.2940
4.3000,22.3616
4.3200,22.4700
4.3400,22.6296
4.3600,22.8476
4.3800,23.1274
4.4000,23.4683
4.4200,23.8656
4.4400,24.3113
4.4600,24.7938
4.4800,25.2997
4.5000,25.8136
4.5200,26.3197
4.5400,26.8023
4.5600,27.2463
4.5800,27.6387
4.6000,27.9680
4.6200,28.2254
4.6400,28.4047
4.6600,28.5022
4.6800,28.5170
4.7000,28.4503
4.7200,28.3057
4.7400,28.0885
4.7600,27.8056
4.7800,27.4648
4.8000,27.0744
4.8200,26.6430
4.8400,26.1791
4.8600,25.6905
4.8800,25.1844
4.9000,24.6672
4.9200,24.1443
4.9400,23.6205
4.9600,23.0999
4.9800,22.5861
5.0000,22.0826
5.0200,21.5929
5.0400,21.1209
5.0600,20.6705
5.0800,20.2461
5.1000,19.8528
5.1200,19.4953
5.1400,19.1790
5.1600,18.9090
5.1800,18.6900
5.2000,18.5266
5.2200,18.4223
5.2400,18.3802
5.2600,18.4023
5.2800,18.4895
5.3000,18.6416
5.3200,18.8570
5.3400,19.1331
5.3600,19.4657
5.3800,19.8497
5.4000,20.2784
5.4200,20.7444
5.4400,21.2393
5.4600,21.7538
5.4800,22.2785
5.5000,22.8036
5.5200,23.3195
5.5400,23.8168
5.5600,24.2871
5.5800,24.7225
5.6000,25.1164
5.6200,25.4636
5.6400,25.7601
5.6600,26.0035
5.6800,26.1932
5.7000,26.3302
5.7200,26.4172
5.7400,26.4585
5.7600,26.4600
5.7800,26.4293
5.8000,26.3750
5.8200,26.3067
5.8400,26.2345
5.8600,26.1691
5.8800,26.1205
5.9000,26.0982
5.9200,26.1103
5.9400,26.1634
5.9600,26.2621
5.9800,26.4088
6.0000,26.6038
6.0200,26.8450
6.0400,27.1284
6.0600,27.4487
6.0800,27.7990
6.1000,28.1721
6.1200,28.5606
6.1400,28.9575
6.1600,29.3565
6.1800,29.7524
6.2000,30.1412
6.2200,30.5202
6.2400,30.8880
6.2600,31.2443
6.2800,31.5894
6.3000,31.9245
6.3200,32.2510
6.3400,32.5705
6.3600,32.8845
6.3800,33.1942
6.4000,33.5010
6.4200,33.8057
6.4400,34.1092
6.4600,34.4123
6.4800,34.7161
6.5000,35.0216
6.5200,35.3301
6.5400,35.6434
6.5600,35.9632
6.5800,36.2916
6.6000,36.6307
6.6200,36.9825
6.6400,37.3487
6.6600,37.7305
6.6800,38.1286
6.7000,38.5428
6.7200,38.9721
6.7400,39.4143
6.7600,39.8663
6.7800,40.3242
6.8000,40.7831
6.8200,41.2378
6.8400,41.6824
6.8600,42.1115
6.8800,42.5196
6.9000,42.9023
6.9200,43.2559
6.9400,43.5779
6.9600,43.8669
6.9800,44.1229
7.0000,44.3470
7.0200,44.5410
7.0400,44.7075
7.0600,44.8494
7.0800,44.9698
7.1000,45.0714
7.1200,45.1568
7.1400,45.2279
7.1600,45.2862
7.1800,45.3322
7.2000,45.3659
7.2200,45.3862
7.2400,45.3910
7.2600,45.3769
7.2800,45.3391
7.3000,45.2709
7.3200,45.1636
7.3400,45.0064
7.3600,44.7862
7.3800,44.4876
7.4000,44.0936
7.4200,43.5860
7.4400,42.9462
7.4600,42.1561
7.4800,41.1998
7.5000,40.0645
7.5200,38.7419
7.5400,37.2293
7.5600,35.5307
7.5800,33.6571
7.6000,31.6269
7.6200,29.4651
7.6400,27.2025
7.6600,24.8746
7.6800,22.5199
7.7000,20.1777
7.7200,17.8865
7.7400,15.6821
7.7600,13.5958
7.7800,11.6532
7.8000,9.8735
7.8200,8.2692
7.8400,6.8461
7.8600,5.6036
7.8800,4.5358
7.9000,3.6324
7.9200,2.8800
7.9400,2.2629
7.9600,1.7645
7.9800,1.3680
8.0000,1.0573
